Key,Value
1290,"Escudo[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Crea un escudo alrededor del lanzador que absorbe el equivalente[/center]
de %1bm - %2bm puntos de salud, más %1am - %2am puntos[/center]
por cada %clm nivel(es) del lanzador. Cuando el escudo[/center]
ha recibido su daño máximo, o han pasado %bdr más %adr por cada[/center]
%cld nivel(es) del lanzador asaltos,[/center]
el escudo se disipará.""[/center]
[/end]"
1291,"Escudo[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Crea un escudo alrededor del lanzador que absorbe el equivalente[/center]
de %1bm - %2bm puntos de salud, más %1am - %2am puntos[/center]
por cada %clm nivel(es) del lanzador. Cuando el escudo[/center]
ha recibido su daño máximo, o han pasado %bdr más %adr por cada[/center]
%cld nivel(es) del lanzador asaltos,[/center]
el escudo se disipará.""[/center]
[/end]"
1292,"Escudo[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Crea un escudo alrededor del lanzador que absorbe el equivalente[/center]
de %1bm - %2bm puntos de salud, más %1am - %2am puntos[/center]
por cada %clm nivel(es) del lanzador. Cuando el escudo[/center]
ha recibido su daño máximo, o han pasado %bdr más %adr por cada[/center]
%cld nivel(es) del lanzador asaltos,[/center]
el escudo se disipará.""[/center]
[/end]"
1293,"Escudo[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""Crea un escudo alrededor del lanzador que absorbe el equivalente[/center]
de %1bm - %2bm puntos de salud, más %1am - %2am puntos[/center]
por cada %clm nivel(es) del lanzador. Cuando el escudo[/center]
ha recibido su daño máximo, o han pasado %bdr más %adr por cada[/center]
%cld nivel(es) del lanzador asaltos,[/center]
el escudo se disipará.""[/center]
[/end]"
1294,"Viaje Astral[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Envía al lanzador al Plano Astral. La probabilidad de éxito[/center]
es %bch, más %ach cada %clc nivel(es) del lanzador.[/center]
El lanzador permanecerá en el Plano Astral durante %bdr asalto(s),[/center]
más %adr asalto(s) por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1295,"Etéreo[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Vuelve etéreo al lanzador, permitiéndole atravesar[/center]
paredes. La probabilidad de éxito es %bch, más %ach cada[/center]
%clc nivel(es) del lanzador. El lanzador permanecerá[/center]
etéreo durante %bdr asalto(s), más %adr asalto(s) por[/center]
cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1296,"Detectar Magia[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""El lanzador puede detectar toda la magia en un cono de 30 pies[/center]
proyectado desde él. La probabilidad de éxito es %bch,[/center]
más %ach cada %cld nivel(es) del lanzador. El hechizo[/center]
seguirá activo durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1297,"Detectar Enemigo[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""El lanzador puede detectar a todos los enemigos en un cono de 30 pies[/center]
proyectado desde él. La probabilidad de éxito es %bch,[/center]
más %ach cada %cld nivel(es) del lanzador. El hechizo[/center]
seguirá activo durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1298,"Detectar Tesoro[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""El lanzador puede detectar todo el tesoro en un cono de 30 pies[/center]
proyectado desde él. La probabilidad de éxito es %bch,[/center]
más %ach cada %cld nivel(es) del lanzador. El hechizo[/center]
seguirá activo durante %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1299,"Identificar[/center]
Duración: N/A + N/A por cada N/A nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Identifica el objetivo del hechizo. La probabilidad de[/center]
éxito es %bch, más %ach cada %clc nivel(es)[/center]
del lanzador.""[/center]
[/end]"
1300,"Visión de Mago[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Permite que la visión del lanzador viaje separada de[/center]
su cuerpo. La probabilidad de éxito es %bch, más[/center]
%ach cada %clc nivel(es) del lanzador. El hechizo[/center]
durará %bdr asalto(s), más %adr asalto(s) por[/center]
cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1301,"Oscuridad[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Se crea oscuridad alrededor del objetivo. El hechizo durará[/center]
durante %bdr asalto(s), más %adr asalto(s) por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1302,"Teletransporte[/center]
Duración: N/A + N/A por cada N/A nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Teletransporta al lanzador a una ubicación elegida. El lanzador[/center]
debe lanzar el hechizo en el lugar designado inicialmente,[/center]
luego podrá teletransportarse allí más tarde. Cada lanzamiento[/center]
permitirá al lanzador cambiar la ubicación de destino del[/center]
hechizo. La probabilidad de éxito es %bch, más %ach cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1303,"Trampa de Alma[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""Tras morir, el alma del objetivo queda atrapada en cualquier[/center]
receptáculo del lanzador indefinidamente. El cuerpo del objetivo debe[/center]
morir dentro de %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es)[/center]
del lanzador tras ser hechizado.[/center]
La probabilidad de atrapar un alma con éxito es %bch, más[/center]
%ach cada %cld nivel(es) del lanzador""[/center]
[/end]"
1304,"Telequinesis[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""La telequinesis permite al lanzador mover objetos a[/center]
distancia mediante esfuerzo mental. El peso de los objetos[/center]
que pueden moverse es de %1bm - %2bm kg más %1am - %2am[/center]
kilos por cada %clm nivel(es) del lanzador.""[/center]
[/end]"
1305,"Comprender Lenguajes[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: %bch + %ach por cada %clc nivel(es)[/center]
Magnitud: N/A + N/A por cada N/A nivel(es)[/center]
""El lanzador puede comprender cualquier lengua escrita o hablada[/center]
mientras el hechizo esté activo. El hechizo dura[/center]
%bdr asalto(s), más %adr asalto(s) por cada %cld[/center]
nivel(es) del lanzador.""[/center]
[/end]"
1306,"Intensificar Fuego[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El lanzador puede intensificar la luz de un fuego normal.[/center]
La luz puede intensificarse hasta %1bm a %2bm vela(s)[/center]
más %1am a %2am vela(s) por cada %clm nivel(es) del[/center]
lanzador. El hechizo dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1307,"Atenuar Fuego[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El lanzador puede atenuar la luz de un fuego normal.[/center]
La luz puede atenuarse en %1bm a %2bm vela(s)[/center]
más %1am a %2am vela(s) por cada %clm nivel(es) del[/center]
lanzador. El hechizo dura %bdr asalto(s), más %adr asalto(s)[/center]
por cada %cld nivel(es) del lanzador.""[/center]
[/end]"
1308,"Muro de Piedra[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El lanzador crea un muro de piedra, de %1bm a %2bm metros cuadrados[/center]
por cada %clm nivel(es) del lanzador. El muro dura %bdr[/center]
asalto(s) más %adr asalto(s) adicionales por cada %cld[/center]
nivel(es) del lanzador.""[/center]
[/end]"
1309,"Muro de Fuego[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El lanzador crea un muro de fuego, de %1bm a %2bm metros cuadrados[/center]
por cada %clm nivel(es) del lanzador. El muro dura %bdr[/center]
asalto(s) más %adr asalto(s) adicionales por cada %cld[/center]
nivel(es) del lanzador.""[/center]
[/end]"
1310,"Muro de Escarcha[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El lanzador crea un muro de hielo, de %1bm a %2bm metros cuadrados[/center]
por cada %clm nivel(es) del lanzador. El muro dura %bdr[/center]
asalto(s) más %adr asalto(s) adicionales por cada %cld[/center]
nivel(es) del lanzador.""[/center]
[/end]"
1311,"Muro de Veneno[/center]
Duración: %bdr + %adr por cada %cld nivel(es)[/center]
Probabilidad: N/A + N/A por cada N/A nivel(es)[/center]
Magnitud: %1bm - %2bm + %1am - %2am[/center]
por cada %clm nivel(es)[/center]
""El lanzador crea un muro de gas venenoso, de %1bm a %2bm metros[/center]
cuadrados por cada %clm nivel(es) del lanzador. El muro dura[/center]
%bdr asalto(s) más %adr asalto(s) adicionales por cada[/center]
%cld nivel(es) del lanzador.""[/center]
[/end]"
1350,"Ya has elegido una[/center]
ventaja o desventaja[/center]
que entra en conflicto con esta.[/center]
[/end]"
1360,"La Alteración se refiere a la Escuela de Alteración,[/center]
una de las seis vías de estudio mágico. Esta[/center]
escuela se ocupa de la capacidad de la magicka para[/center]
cambiar la estructura y composición misma de[/center]
los objetos. Caída Lenta y Escudo son dos hechizos[/center]
clásicos de Alteración.[/center]
[/end]"
1361,"La Arquería es la habilidad que rige la capacidad[/center]
propia para alcanzar objetivos y causar daño usando[/center]
un arco y flechas.[/center]
[/end]"
1362,"Hacha es la habilidad que se comprueba automáticamente[/center]
cada vez que se usa un hacha de batalla o un hacha de guerra[/center]
contra un objetivo.[/center]
[/end]"
1363,"La Puñalada por la espalda es una habilidad que se comprueba cada[/center]
vez que se golpea a un objetivo por detrás. Es más fácil[/center]
para una persona experta en esta habilidad golpear[/center]
a un objetivo por la espalda. También es probable[/center]
que se inflija más daño con una[/center]
puñalada por la espalda bien ejecutada.[/center]
[/end]"
1364,"Arma Roma es una habilidad que se comprueba cada vez que[/center]
se golpea a un objetivo con un arma pesada y contundente,[/center]
como un mazo o un bastón. Los especialistas competentes[/center]
en Armas Romas tienen una mayor probabilidad de impacto[/center]
y causan más daño con cada golpe.[/center]
[/end]"
1365,"Centauro es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con un centauro.[/center]
[/end]"
1366,"Escalada es una habilidad que se comprueba cada vez que[/center]
se intenta subir por una pared o una pendiente pronunciada.[/center]
Se comprueba continuamente hasta que se vuelve a estar[/center]
en terreno llano.[/center]
[/end]"
1367,"Golpe Crítico es una habilidad que se comprueba cada vez[/center]
que se ha golpeado con éxito a un objetivo. Un objetivo[/center]
que recibe un Golpe Crítico exitoso sufre un daño adicional[/center]
debilitante y, a menudo, fatal.[/center]
[/end]"
1368,"Daédrico es una habilidad de lenguaje que se comprueba cada[/center]
vez que se intenta hablar con un Daedra, como un[/center]
Daedra de Fuego o un Señor Daedra.[/center]
[/end]"
1369,"La Destrucción se refiere a la Escuela de Destrucción,[/center]
una de las seis vías formales de estudio mágico. Los[/center]
hechizos de Destrucción son aquellos cuyo propósito principal[/center]
es causar daño a un objetivo, como Bola de Fuego o[/center]
Nube Tóxica.[/center]
[/end]"
1370,"Disfraz es una habilidad que se comprueba automáticamente[/center]
cada vez que se intenta infiltrar en un entorno hostil[/center]
o esconder objetos de miradas indiscretas.[/center]
[/end]"
1371,"Esquiva es una habilidad que se comprueba antes de[/center]
ser golpeado por el arma o hechizo de un enemigo.[/center]
[/end]"
1372,"Dragón es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con un dragón.[/center]
[/record]
"
1373,"Élfico es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con un elfo salvaje.[/center]
[/end]"
1374,"Etiqueta es una habilidad que se comprueba cada vez que[/center]
se intenta ser educado, respetuoso y encantador[/center]
en una conversación.[/center]
[/end]"
1375,"Férico es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con un hada.[/center]
[/end]"
1376,"Gigante es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con un gigante.[/center]
[/end]"
1377,"Mano a Mano es una habilidad que se comprueba cada vez que[/center]
se intenta golpear a un objetivo con un puñetazo o una patada.[/center]
[/end]"
1378,"Harpía es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con una harpía.[/center]
[/end]"
1379,"La Ilusión se refiere a la Escuela de Ilusión,[/center]
una de las seis vías de estudio mágico. Los hechizos de[/center]
Ilusión son capaces de camuflar, iluminar u ocultar objetos,[/center]
como demuestran los hechizos de Invisibilidad y Luz.[/center]
[/end]"
1380,"Diablillo es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con un diablillo.[/center]
[/end]"
1381,"Salto es una habilidad que se comprueba para determinar[/center]
la altura y la distancia que uno es capaz de saltar.[/center]
[/end]"
1382,"Cerrajería es una habilidad que se comprueba automáticamente[/center]
cada vez que se intenta forzar la cerradura de una[/center]
puerta o de un cofre.[/center]
[/end]"
1383,"Hoja Larga es una habilidad que se comprueba cada vez que[/center]
se intenta golpear a un objetivo con un arma de hoja larga[/center]
y de tajo, como una claymore o una katana.[/center]
[/end]"
1384,"La habilidad Médica se comprueba automáticamente cada vez[/center]
que se descansa, lo que permite diagnosticar heridas[/center]
menores y enfermedades.[/center]
[/end]"
1385,"Mercantil es una habilidad que se comprueba cada vez que[/center]
se entabla una negociación con un comerciante, intentando[/center]
comprar o vender un objeto al mejor precio posible.[/center]
[/end]"
1386,"El Misticismo se refiere a la Escuela de Misticismo,[/center]
una de las seis vías de estudio mágico. El Misticismo es la[/center]
escuela más arcana, y los hechizos creados por su aplicación[/center]
son tan variados como Silencio Remoto y Trampa de Alma.[/center]
[/end]"
1387,"Ninfa es una habilidad de lenguaje que se comprueba[/center]
cada vez que se intenta hablar con una ninfa.[/center]
[/end]"
